DateTime,B50D0013-001,B49G0162-001,B50A0232-001,B44D0555-001,B50E0200-001,B50A0234-001,B50E0379-001,B43H0257-001,B50G0045-001,B44G0066-001,B44H0174-001,B50D0066-001,B49D0095-001,B43G0389-001,B49G0229-001,B50C0078-001,B50E0326-001,B49H0007-001,B44C0113-001,B49G0959-001,B50E0201-001,B50D0004-001,B49F1427-001,B43G0110-001,B44G0514-001,B50B0581-001,B43H0261-001,B44A0480-001,B44G0563-001,B50G0044-001,B43H0063-001,B43H0046-001,B49G0165-001,B44G0310-001,B49F0434-001,B50G0093-001,B49G0166-001,B44G0449-001,B44G0058-001,B43H0256-001,B44D0720-001,B44G0311-001,B50B1279-001,B49G0147-001,B50C0079-001,B50B0582-001,B44G0515-001,B49G0228-001,B49B0610-001,B43G0390-001,B50B0493-001,B43G1173-001,B49D0061-001,B50C0029-001,B44C0214-001,B50C0028-001,B44G0499-001,B49G0138-001,B44C0212-001,B49G0451-001,B43D0017-001,B49E0300-001,B50B0215-001,B49G0098-001,B50A0149-001,B49G0161-001,B50A0233-001,B44E0224-001,B50G0046-001
2011-01-31,14.88,,,-1.74,,,,-1.397,20.678,,,13.958,,-0.767,,6.366,,12.485,-0.874,,15.41,14.97,4.72,,-0.307,12.39,-1.36,-1.262,-0.165,22.868,,-0.37,,-0.696,,21.62,7.333,,6.926,-0.14,,,5.295,8.28,9.779,3.01,-0.117,,,-0.342,13.37,-1.226,,9.221,1.007,10.542,,,-0.426,10.156,0.431,-0.48,,,,15.69,9.98,0.057,
2011-02-01,14.85,,,-1.71,,,,-1.396,20.666,4.046,,13.961,,-0.772,,6.41,,12.468,-0.899,,15.4,14.95,4.72,,-0.296,12.45,-1.37,-1.262,-0.178,22.853,,-0.38,,-0.714,,,7.313,,6.914,-0.147,-1.71,,5.293,8.27,9.761,2.99,-0.12,,,-0.353,13.4,-1.237,,9.199,0.996,10.533,,,-0.427,10.155,0.427,-0.495,,,,15.68,9.97,,
2011-02-02,14.88,,5.028,-1.74,,5.292,,-1.382,20.688,4.046,,13.966,,-0.779,,6.421,,12.505,-0.894,,15.41,14.95,4.77,,-0.251,12.52,-1.37,-1.252,-0.176,22.892,,,,-0.731,,21.62,7.314,,6.919,-0.137,-1.69,,5.306,8.3,9.756,3.0,-0.109,,,-0.356,13.47,-1.232,0.31,9.213,0.994,10.565,,1.54,-0.424,10.147,0.441,-0.497,,,,15.67,10.01,,
2011-02-03,14.93,,5.052,,,5.301,,-1.394,20.706,4.054,,13.964,,-0.76,,6.432,8.27,12.521,-0.86,,,14.97,4.77,,-0.235,12.51,-1.36,-1.227,-0.17,22.922,,,,-0.739,,21.64,7.329,,6.936,-0.115,-1.71,0.417,5.296,,9.761,3.0,-0.108,,,-0.346,13.48,-1.229,0.31,9.258,1.009,10.587,,1.55,-0.427,10.15,0.467,-0.474,,,,,10.02,0.318,
2011-02-04,14.91,,5.036,,,5.292,,-1.404,20.67,4.041,,13.956,,-0.765,,6.419,8.25,12.501,-0.873,,15.41,,4.75,,-0.248,12.48,-1.37,-1.228,-0.181,22.901,,,,-0.751,,21.64,7.328,,6.923,-0.124,,0.401,5.273,8.34,9.747,2.98,-0.115,,,-0.354,13.44,-1.239,0.3,9.234,0.985,10.559,,1.55,-0.429,10.135,0.462,-0.5,,,,,9.99,0.278,
2011-02-05,14.88,,5.022,,,5.283,,-1.414,20.652,4.032,,13.947,,,,6.417,8.24,12.479,-0.893,,15.4,,4.72,,-0.258,12.46,-1.38,-1.224,-0.189,22.873,,-0.38,,-0.763,,21.65,7.317,,6.91,-0.139,,0.396,5.257,8.32,9.742,,-0.121,,,-0.366,13.42,-1.246,0.29,9.212,0.972,10.547,,1.54,-0.435,10.124,0.454,-0.512,,,,,9.97,0.232,
2011-02-06,14.89,,5.021,-1.72,,5.286,,-1.414,20.681,4.045,,13.935,,-0.765,,6.419,8.26,12.481,-0.873,,15.41,14.97,4.72,,-0.32,12.44,-1.37,-1.2,-0.192,22.868,,-0.37,,-0.762,,21.66,7.326,,6.925,-0.129,-1.71,0.4,5.263,8.39,9.757,2.98,-0.119,,,-0.359,13.4,-1.239,0.3,9.23,1.002,10.565,,1.55,-0.439,10.132,0.456,-0.486,,,,,9.98,0.185,
2011-02-07,14.83,,4.989,-1.72,,5.259,,-1.433,20.612,4.01,,13.927,,-0.784,,6.393,8.22,12.429,-0.921,,15.39,14.95,4.67,,-0.317,12.38,-1.4,-1.238,-0.21,22.825,,-0.38,,-0.784,,21.65,7.309,,6.89,-0.163,-1.72,0.373,5.217,8.31,9.731,2.94,-0.133,,,-0.378,13.35,-1.263,0.27,9.156,0.939,10.502,,1.53,-0.445,10.087,0.42,-0.554,,,,,9.92,0.109,
2011-02-08,14.82,,4.984,-1.73,,5.248,,-1.435,20.62,4.012,,13.924,,-0.778,,6.394,8.23,12.422,-0.923,,,14.94,,,-0.369,12.39,-1.39,-1.229,-0.217,22.813,,,,-0.786,,21.66,7.296,,6.889,-0.164,-1.71,0.378,5.215,8.34,9.726,2.94,-0.137,,,-0.38,13.34,-1.265,,9.158,0.954,10.511,,1.54,-0.449,10.085,0.418,-0.537,,,,,9.91,0.07,
2011-02-09,14.82,,4.986,-1.78,,5.247,,-1.439,20.625,4.013,,13.932,,-0.78,,6.395,8.24,12.419,-0.904,,15.39,14.94,4.67,,-0.308,12.4,-1.39,-1.222,-0.223,22.806,,-0.38,,-0.791,,21.67,7.305,,6.891,-0.155,-1.72,0.385,5.212,8.39,9.73,2.93,-0.136,,,-0.373,13.37,-1.266,0.27,9.158,0.954,10.516,,1.54,-0.453,10.079,0.416,-0.535,,,,15.6,9.92,0.053,
2011-02-10,14.88,,,-1.73,,,,,20.743,4.023,,13.95,,,,6.445,8.25,12.556,-0.888,,15.4,14.96,,,-0.24,12.52,-1.38,-1.213,-0.204,22.906,,-0.36,,-0.794,,21.67,7.331,,6.898,-0.126,-1.69,,5.296,,9.735,2.93,-0.095,,,-0.366,13.52,,0.38,9.199,0.968,10.598,,1.59,-0.437,10.198,,-0.528,,,,15.65,10.06,0.285,
2011-02-11,15.03,,,-1.64,,,,,20.958,4.226,,13.966,,,,6.559,8.32,12.784,-0.853,,15.43,,,,0.008,12.58,-1.22,-1.189,-0.102,23.13,,-0.33,,-0.678,,21.68,7.348,,6.985,0.065,-1.66,,5.534,8.43,9.753,3.09,0.118,,,-0.341,13.69,,0.6,9.38,1.107,10.75,,1.64,-0.401,10.368,,-0.366,,,,15.81,10.28,0.489,
2011-02-12,15.12,,5.322,-1.66,,5.572,,-1.202,20.969,4.25,,13.977,,-0.661,,6.581,8.34,12.746,-0.809,,15.44,15.02,5.0,,-0.097,12.58,-1.24,-1.19,-0.05,23.233,,-0.33,,-0.593,,21.68,7.368,,7.037,0.079,-1.67,0.619,5.489,8.45,9.767,3.21,0.042,,,-0.338,13.64,-0.571,0.65,9.399,1.115,10.762,,1.61,-0.401,10.339,0.679,-0.309,,,,15.84,10.26,0.454,
2011-02-13,15.11,2.33,5.207,-1.67,,5.504,,-1.257,20.918,4.211,,13.978,,-0.701,6.2,6.55,8.34,12.72,-0.775,,15.47,15.05,4.98,,-0.165,12.57,-1.26,-1.186,-0.051,23.203,,-0.32,,-0.572,,21.69,7.41,,7.046,0.048,-1.69,0.556,5.455,8.48,9.803,3.19,-0.005,,,-0.321,13.59,-0.74,0.58,9.377,1.1,10.721,,1.6,-0.4,10.319,0.626,-0.339,,,8.15,15.81,10.21,0.42,17.06
2011-02-14,15.12,,5.184,-1.71,,5.47,,-1.287,20.929,4.202,,13.976,,-0.702,,6.535,8.36,12.701,-0.742,,15.49,15.07,4.96,,-0.18,12.57,-1.27,-1.172,-0.056,23.185,,-0.31,,-0.571,,21.7,7.447,,7.06,0.029,-1.69,0.541,5.447,8.55,9.825,3.18,-0.02,,,-0.303,13.57,-0.873,0.54,9.396,1.117,10.728,,1.61,-0.405,10.313,0.612,-0.319,,,,15.81,10.2,0.416,17.08
2011-02-15,15.09,,5.151,-1.68,,5.434,,-1.312,20.881,4.163,,13.976,,-0.722,,6.532,8.33,12.664,-0.752,,15.49,15.08,4.91,,-0.218,12.55,-1.29,-1.19,-0.081,23.126,,-0.3,,-0.599,,,7.471,,7.043,-0.001,-1.71,0.496,5.405,8.53,9.827,3.15,-0.044,,,-0.3,13.52,-1.008,0.49,9.349,1.076,10.68,,1.6,-0.407,10.292,0.584,-0.37,,,,15.79,10.16,0.375,17.07
2011-02-16,15.04,,5.109,-1.72,,5.391,,-1.337,20.812,4.128,,13.971,,-0.731,,6.512,8.31,12.604,-0.787,,15.48,15.06,4.86,,-0.202,12.53,-1.32,-1.213,-0.108,23.057,,-0.31,,-0.628,,21.7,7.459,,7.023,-0.037,-1.71,0.47,5.367,8.48,9.814,3.12,-0.07,,,-0.31,13.48,-1.084,0.46,9.303,1.046,10.641,,1.58,-0.412,10.259,0.547,-0.409,,,,15.77,10.1,0.335,
2011-02-17,14.98,,5.068,-1.7,,5.352,,-1.36,20.749,4.094,,13.968,,-0.751,,6.479,8.29,12.544,-0.846,,15.46,15.03,4.81,,-0.226,12.51,-1.34,-1.242,-0.136,22.991,,-0.33,,-0.658,,21.71,7.413,,6.994,-0.08,-1.7,0.441,5.328,8.38,9.786,3.08,-0.084,10.699,,-0.336,13.45,-1.136,0.42,9.25,1.015,10.6,,1.56,-0.418,10.224,0.513,-0.45,,,7.96,,10.05,0.277,
2011-02-18,14.96,,5.054,-1.76,,5.336,,-1.37,20.742,4.083,,13.965,,-0.751,,6.472,8.3,12.519,-0.849,,15.45,,4.8,,-0.236,12.51,-1.34,-1.237,-0.155,22.961,,-0.35,,-0.677,,21.72,7.39,,6.992,-0.083,-1.71,0.409,5.316,8.4,9.783,3.06,-0.095,10.713,,-0.336,13.44,-1.161,0.4,9.248,1.019,10.599,,,-0.423,10.216,0.501,-0.443,,,7.942,15.73,10.04,0.232,
2011-02-19,14.95,,5.064,-1.71,,5.379,,-1.366,20.733,4.069,,13.964,,-0.756,,6.459,8.29,12.539,-0.86,,15.45,,4.8,,-0.232,12.52,-1.35,-1.248,-0.172,22.931,,-0.35,,-0.695,,21.72,7.381,,6.982,-0.087,-1.7,0.403,5.328,,9.778,3.03,-0.102,10.711,,-0.341,13.46,-1.175,0.37,9.242,1.01,10.594,,,-0.422,10.206,0.503,-0.461,,,7.966,15.74,10.06,0.189,
2011-02-20,14.93,,5.059,-1.77,,5.354,,-1.383,20.701,4.057,,13.964,,-0.761,,6.455,8.29,12.506,-0.874,,15.44,15.0,4.76,,-0.253,12.49,-1.36,-1.258,-0.188,22.903,,-0.36,,-0.71,,21.73,7.365,,6.972,-0.098,-1.72,0.394,5.331,8.4,9.774,3.02,-0.112,10.717,,-0.347,13.42,-1.191,0.36,9.236,0.999,10.581,,1.56,-0.427,10.196,0.491,-0.469,,,7.953,15.73,10.06,0.116,
2011-02-21,14.89,,5.029,-1.75,,5.317,,-1.399,20.668,4.036,,13.957,,-0.769,,6.438,8.27,12.46,-0.888,,15.43,14.98,4.72,,-0.265,12.43,-1.37,-1.269,-0.207,22.869,,-0.37,,-0.726,,,7.356,,6.956,-0.112,,0.378,5.286,8.39,9.764,3.0,-0.123,10.713,,-0.354,13.37,-1.206,0.34,9.196,0.973,10.536,,1.55,-0.433,10.171,0.466,-0.497,,,7.901,15.71,10.01,0.047,
2011-02-22,14.86,,5.01,-1.74,,5.297,,-1.412,20.639,4.02,,13.953,,-0.773,,6.422,8.26,12.444,-0.916,,15.42,14.96,4.71,,-0.272,12.43,-1.38,-1.28,-0.221,22.84,,-0.39,,-0.74,,,7.329,,6.939,-0.13,-1.72,0.374,5.266,8.36,9.747,2.97,-0.133,10.713,,-0.368,13.37,-1.221,0.32,9.169,0.957,10.517,,1.54,-0.439,10.154,0.45,-0.515,,,7.869,15.69,9.98,-0.004,
2011-02-23,14.9,,5.067,-1.76,,5.368,,-1.361,20.756,4.032,,13.961,,-0.754,,6.446,8.27,12.507,-0.915,,15.42,,4.78,,-0.212,12.55,-1.38,-1.273,-0.217,22.903,,-0.39,,-0.749,,,7.329,,6.943,-0.107,-1.69,0.422,5.335,8.37,9.749,2.97,-0.096,10.71,,-0.364,13.52,-1.17,0.34,9.189,0.978,10.567,,1.58,-0.424,10.228,0.497,-0.513,,,7.939,15.72,10.06,0.131,
2011-02-24,14.91,,5.071,-1.72,,5.352,,-1.384,20.699,4.028,,13.963,,-0.743,,6.439,8.26,12.494,-0.939,,15.41,14.96,4.75,,-0.211,12.54,-1.39,-1.285,-0.218,22.905,,-0.4,,-0.758,,21.73,7.302,,6.937,-0.124,-1.7,0.424,5.312,8.33,9.736,2.99,-0.116,10.711,,-0.383,13.48,-1.176,0.36,9.207,0.97,10.567,,1.57,-0.428,10.214,0.506,-0.505,,,7.913,15.74,10.04,0.151,16.96
2011-02-25,14.96,,5.083,-1.75,,5.358,,-1.382,20.762,4.062,,13.963,,-0.723,,6.455,8.31,12.528,-0.868,,15.43,14.99,4.78,,-0.198,12.56,-1.36,-1.225,-0.205,22.938,,-0.39,,-0.747,,21.75,7.338,,6.978,-0.08,-1.7,0.431,5.338,8.48,9.769,2.99,-0.106,10.741,,-0.353,13.52,,0.39,9.267,1.024,10.61,,1.58,-0.431,10.248,0.524,-0.439,,,7.945,15.76,10.08,0.161,17.0
2011-02-26,15.01,,5.2,-1.69,,5.518,,-1.239,20.86,,,13.973,,-0.659,,6.503,8.28,12.63,-0.863,,15.44,,4.9,,-0.123,12.58,-1.33,-1.22,-0.185,23.045,,-0.37,,-0.746,,21.75,7.36,,6.979,-0.01,-1.68,0.499,5.439,8.44,9.769,3.0,-0.05,10.719,,-0.353,13.63,,0.44,9.282,1.031,10.647,,1.6,-0.401,10.304,0.58,-0.46,,,8.027,15.8,10.19,0.371,
2011-02-27,15.14,2.34,5.369,-1.57,,5.693,,-1.108,20.956,,,13.986,,-0.671,6.17,6.591,8.31,12.706,-0.875,,15.45,15.03,5.0,,0.049,12.6,-1.22,-1.23,-0.044,23.237,,-0.37,,-0.54,,21.74,7.341,,7.066,0.056,-1.65,0.701,5.61,8.35,9.767,3.18,0.135,10.707,,-0.366,13.69,-0.498,0.42,9.427,1.127,10.746,,1.58,-0.388,10.319,0.551,-0.476,,,8.173,15.79,10.29,0.482,
2011-02-28,15.13,,5.217,-1.67,,5.553,,-1.249,20.889,4.251,,13.983,,-0.715,,6.563,8.32,12.645,-0.893,,15.44,15.04,4.93,,-0.095,12.59,-1.25,-1.261,-0.019,23.179,,-0.39,,-0.46,,21.75,7.303,,7.083,0.013,-1.67,0.591,5.553,8.27,9.768,3.19,0.043,10.704,,-0.386,13.6,-0.673,0.39,9.421,1.114,10.721,,1.56,-0.394,10.275,0.527,-0.484,,,8.166,15.77,10.23,0.431,
2011-03-01,15.11,,5.157,-1.71,,5.48,,-1.297,20.871,4.209,,13.976,,-0.734,,6.553,8.34,12.604,-0.867,,15.45,15.05,4.88,,-0.169,12.58,-1.27,-1.257,-0.025,23.116,,-0.4,,-0.444,,21.76,7.297,,7.089,-0.009,-1.69,0.529,5.516,8.3,9.786,3.17,-0.007,10.717,,-0.384,13.55,-0.865,0.38,9.412,1.12,10.697,,1.56,-0.4,10.261,0.512,-0.47,,,8.14,15.76,10.19,0.396,
2011-03-02,15.07,,5.109,-1.67,,5.428,,-1.328,20.831,4.168,,13.968,,-0.749,,6.527,8.33,12.548,-0.858,,,15.07,4.83,,-0.216,12.55,-1.3,-1.261,-0.052,23.042,,-0.39,,-0.468,,21.77,7.303,,7.079,-0.033,-1.71,0.483,5.472,8.32,9.793,3.12,-0.036,10.72,,-0.381,13.5,-1.012,0.36,9.369,1.099,10.65,,1.55,-0.406,10.237,0.486,-0.491,,,8.093,,10.14,0.327,
2011-03-03,15.03,,5.077,-1.69,,5.39,,-1.348,20.8,4.139,,13.963,,-0.759,,6.506,,12.509,-0.858,,15.46,,4.8,,-0.245,12.53,-1.31,-1.263,-0.08,22.99,,-0.4,,-0.517,,21.78,7.306,,7.071,-0.061,-1.7,0.457,5.44,8.34,9.782,3.1,-0.057,10.727,,-0.381,13.47,-1.092,0.34,9.347,1.082,10.619,,,-0.412,10.221,0.47,-0.506,,,8.052,15.73,,0.263,
2011-03-04,15.01,,5.06,-1.7,,5.367,,-1.362,20.779,4.118,,13.961,,-0.769,,6.489,8.33,12.485,-0.852,,15.47,15.07,4.78,,-0.264,12.53,-1.32,-1.254,-0.103,22.957,,,,-0.562,,21.79,7.317,,7.067,-0.071,-1.71,0.428,5.415,8.37,9.785,3.06,-0.075,10.73,,-0.375,13.46,-1.137,0.33,9.341,1.07,10.6,,1.55,-0.417,10.206,0.458,-0.515,,,8.019,15.71,10.08,0.223,
2011-03-05,14.96,,5.047,-1.73,,5.34,,-1.377,20.737,4.091,,13.957,,-0.78,,6.469,8.3,12.448,-0.876,,15.46,15.05,4.75,,-0.277,12.51,-1.34,-1.264,-0.128,22.921,,-0.4,,-0.6,,21.79,7.313,,7.044,-0.096,-1.72,0.411,5.381,8.35,9.768,3.04,-0.092,10.726,,-0.385,13.43,-1.171,0.31,9.302,1.038,10.567,,1.54,-0.422,10.183,0.441,-0.543,,,7.976,15.69,10.03,0.168,
2011-03-06,14.93,,5.031,-1.71,,5.32,,-1.389,20.712,4.074,,13.95,,-0.774,,6.459,8.29,12.422,-0.893,,15.46,15.04,4.72,,-0.292,12.48,-1.35,-1.27,-0.149,22.89,,-0.41,,-0.628,,21.8,7.303,,7.031,-0.112,-1.71,0.401,5.356,8.35,9.76,3.0,-0.103,10.733,,-0.39,13.4,-1.192,0.3,9.278,1.024,10.546,,1.54,-0.428,10.167,0.435,-0.552,,,7.942,,10.01,0.103,
2011-03-07,14.92,,5.023,-1.77,,5.311,,-1.397,20.728,4.074,,13.943,,-0.767,,6.448,8.32,12.415,-0.86,,15.47,15.04,4.71,,-0.284,12.46,-1.34,-1.242,-0.161,22.876,,-0.4,,-0.647,,21.81,7.325,,7.042,-0.097,-1.72,0.402,5.349,8.44,9.767,3.0,-0.108,10.746,,-0.376,13.39,-1.19,0.3,9.29,1.038,10.549,,1.55,-0.434,10.163,0.436,-0.533,,,7.929,,10.01,0.059,
2011-03-08,14.9,,5.018,-1.74,,5.294,,-1.408,20.715,4.062,,13.944,,-0.772,,6.443,8.31,12.378,-0.84,,15.48,15.05,4.7,,-0.296,12.46,-1.35,-1.229,-0.174,22.86,,-0.39,,-0.669,,21.81,7.356,,7.036,-0.092,-1.72,0.393,5.329,8.5,9.762,2.97,-0.11,10.744,,-0.363,13.4,-1.208,0.29,9.262,1.019,10.53,,1.54,-0.438,10.146,0.424,-0.55,,,7.908,,9.99,0.03,
2011-03-09,14.88,,5.011,-1.73,,5.265,,-1.415,20.697,4.051,,13.943,,-0.764,,6.431,8.31,12.391,-0.842,,15.48,15.04,4.69,,-0.294,,-1.35,-1.218,-0.187,22.849,,,,-0.687,,21.83,7.367,,7.027,-0.103,-1.75,0.394,5.313,8.52,9.755,2.982,-0.116,10.75,,-0.361,13.39,-1.217,0.28,9.246,1.01,10.52,,1.54,-0.444,10.137,0.423,-0.558,,,7.886,,9.97,0.019,17.035
2011-03-10,14.84,,4.994,,,5.268,,-1.428,20.649,4.024,,13.943,,-0.777,,6.415,8.27,12.369,-0.88,,15.47,15.01,4.66,,-0.305,,-1.38,-1.235,-0.205,22.841,,-0.39,,-0.712,,21.82,7.356,,7.0,-0.133,-1.76,0.381,5.281,8.47,9.732,2.961,-0.124,10.74,,-0.374,13.36,-1.237,0.26,9.2,0.969,10.482,,1.53,-0.448,10.108,0.397,-0.604,,,7.85,,9.93,-0.001,17.012
2011-03-11,14.85,,5.007,,,5.257,,-1.423,20.693,4.04,,13.937,,-0.768,,6.423,8.31,12.388,-0.846,,15.48,15.01,4.68,,-0.291,,-1.36,-1.198,-0.208,22.834,,-0.38,,-0.715,,21.84,7.373,,7.021,-0.114,,0.387,5.298,8.58,9.717,2.962,-0.129,10.769,,-0.36,13.38,-1.23,0.27,9.233,1.005,10.518,,1.55,-0.453,10.129,0.412,-0.557,,,7.86,,9.96,0.009,17.031
2011-03-12,14.82,,4.99,,,5.263,,-1.436,20.657,4.018,,13.931,,-0.778,,6.416,8.28,12.361,-0.846,,15.49,15.0,4.65,,-0.306,,-1.38,-1.204,-0.22,22.805,,-0.37,,-0.736,,21.84,7.392,,7.001,-0.119,,0.369,5.265,8.58,9.722,2.938,-0.133,10.756,,-0.357,13.35,-1.244,0.26,9.189,0.969,10.479,,1.54,-0.459,10.096,0.393,-0.597,,,7.822,,9.93,-0.014,17.015
2011-03-13,14.76,2.36,4.972,,,5.255,,-1.449,20.605,3.991,,13.935,,-0.792,6.12,6.391,8.24,12.336,-0.918,,15.46,14.95,4.62,,-0.312,,-1.4,-1.259,-0.232,22.774,,-0.38,,-0.759,,21.83,7.351,,6.967,-0.167,,0.363,5.234,8.46,9.689,2.909,-0.145,10.739,,-0.386,13.33,-1.266,0.23,9.129,0.924,10.441,,1.52,-0.464,10.062,0.366,-0.65,,,7.78,,9.87,-0.038,16.974
2011-03-14,14.77,,4.979,-1.77,,5.254,,-1.45,20.618,3.998,,13.935,,-0.782,,6.39,8.26,12.339,-0.932,,15.45,14.93,4.63,,-0.293,,-1.39,-1.259,-0.236,22.771,,-0.39,,-0.765,,21.84,7.314,,6.967,-0.17,,0.375,5.239,8.47,9.675,2.902,-0.137,10.757,,-0.395,13.34,-1.265,,9.143,0.945,10.464,,1.53,-0.468,10.063,0.372,-0.625,,,7.775,,9.88,-0.036,16.968
2011-03-15,14.76,,4.977,-1.77,,5.248,,-1.453,20.619,3.995,,13.927,,-0.78,,6.391,8.26,12.333,-0.924,,15.45,14.92,4.62,,-0.309,,,-1.258,-0.242,22.766,,-0.4,,-0.772,,21.85,7.308,,6.966,-0.166,-1.76,0.373,5.23,8.5,9.671,2.896,-0.133,10.764,,-0.394,13.34,-1.267,0.23,9.136,0.945,10.464,,1.53,-0.473,10.053,0.374,-0.622,,,7.762,,9.88,-0.055,16.967
2011-03-16,14.73,,4.963,-1.79,,5.21,,-1.461,20.593,3.98,,13.921,,-0.786,,6.38,8.24,12.312,-0.932,,15.44,14.91,4.6,,-0.322,,-1.39,-1.271,-0.249,22.746,,-0.39,,-0.784,,21.85,7.302,,6.953,-0.172,-1.77,0.359,5.207,8.49,9.647,2.883,-0.132,10.755,,-0.396,13.32,-1.277,0.22,9.111,0.923,10.436,,1.52,-0.477,10.029,0.358,-0.647,,,7.738,15.52,9.85,-0.084,16.951
2011-03-17,14.69,,4.948,-1.74,,5.188,,-1.47,20.556,3.963,,13.919,,-0.803,,6.364,8.21,12.292,-0.991,,15.41,14.87,4.58,,-0.323,,-1.4,-1.301,-0.261,22.724,,-0.42,,-0.796,,21.84,7.252,,6.927,-0.209,-1.76,0.351,5.187,8.4,9.627,2.864,-0.137,10.747,,-0.421,13.29,-1.293,0.2,9.076,0.892,10.415,,1.51,-0.482,10.007,0.339,-0.669,,,7.717,15.5,9.82,,16.912
2011-03-18,14.73,,5.046,-1.73,,5.263,,-1.358,20.658,3.959,,13.941,,-0.803,,6.402,8.21,12.343,-1.045,,15.39,14.86,4.66,,-0.273,,-1.41,-1.323,-0.249,22.768,,-0.44,,-0.806,,21.83,7.203,,6.912,-0.189,-1.73,0.394,5.242,8.3,9.61,2.85,-0.11,10.735,,-0.441,13.46,-1.235,0.25,9.064,0.902,10.49,,1.55,-0.461,10.159,0.347,-0.67,,,7.808,15.54,9.93,,16.905
2011-03-19,14.76,,5.023,-1.75,,5.242,,-1.4,20.638,3.967,,13.947,,-0.791,,6.395,8.22,12.346,-1.038,,15.39,14.87,4.65,,-0.284,,-1.39,-1.307,-0.243,22.784,,-0.45,,-0.806,,21.84,7.175,,6.918,-0.18,-1.74,0.385,5.224,8.31,9.614,2.853,-0.119,10.746,,-0.449,13.41,-1.259,0.26,9.099,0.919,10.502,,1.54,-0.466,10.136,0.358,-0.63,,,7.781,,9.93,0.104,16.913
2011-03-20,14.74,,5.001,-1.79,,5.221,,-1.423,20.603,3.958,,13.944,,-0.796,,6.383,8.21,12.324,-1.042,,15.38,14.87,4.62,,-0.307,,-1.4,-1.307,-0.251,22.757,,-0.46,,-0.813,,,7.162,,6.909,-0.185,-1.75,0.366,5.202,8.31,9.619,2.847,-0.128,10.747,,-0.452,13.38,-1.277,0.25,9.09,0.903,10.474,,1.53,-0.471,10.114,0.353,-0.637,,,7.745,,9.9,0.034,16.907
2011-03-21,14.71,,5.022,-1.72,,5.202,,-1.439,20.573,3.949,,13.937,,-0.802,,6.394,8.2,12.301,-1.047,,15.37,14.86,4.59,,-0.313,,-1.4,-1.31,-0.261,22.726,,-0.47,,-0.824,,,7.15,,6.899,-0.193,-1.76,0.356,5.184,8.29,9.612,2.838,-0.134,10.746,,-0.462,13.34,-1.289,0.24,9.068,0.887,10.449,,1.52,-0.477,10.088,0.346,-0.65,,,7.716,,9.87,-0.021,16.896
2011-03-22,14.69,,5.019,-1.74,,5.191,,-1.449,20.558,3.944,,13.924,,-0.813,,6.387,8.2,12.288,-1.06,,15.36,14.85,4.58,,-0.327,,-1.41,-1.313,-0.265,22.712,,-0.48,,-0.835,,21.84,7.134,,6.891,-0.202,,0.356,5.178,8.28,9.606,2.831,-0.135,10.75,,-0.471,13.32,-1.294,0.23,9.059,0.883,10.438,,,-0.481,10.07,0.34,-0.656,,,7.697,,,-0.057,16.891
2011-03-23,14.69,,5.019,,,5.186,,-1.453,20.564,3.949,,13.915,,-0.799,,6.391,8.21,12.284,-1.042,,15.36,14.85,4.58,,-0.309,,-1.4,-1.295,-0.268,22.707,,-0.48,,-0.836,,21.85,7.14,,6.893,-0.193,-1.76,0.395,5.177,8.33,9.604,2.828,-0.154,10.761,,-0.464,13.32,-1.291,0.23,9.065,0.893,10.441,,1.52,-0.485,10.062,0.344,-0.642,,,7.688,15.49,9.85,-0.076,16.89
2011-03-24,14.71,,5.03,-1.71,,5.192,,-1.452,20.606,3.966,,13.899,,-0.78,,6.405,8.24,12.294,-0.973,,15.38,14.87,4.59,,-0.296,,-1.38,-1.248,-0.264,22.721,,-0.46,,-0.824,,21.86,7.192,,6.921,-0.156,-1.77,0.494,5.19,8.47,9.629,2.84,-0.1,10.776,,-0.434,13.33,-1.276,0.24,9.089,0.924,10.461,,1.53,-0.489,10.072,0.362,-0.608,,,7.698,15.49,9.87,-0.072,16.923
2011-03-25,14.687,,5.018,-1.72,,5.171,,-1.463,20.571,3.948,,13.902,,-0.786,,6.404,8.22,12.274,-0.969,,15.38,14.86,4.56,,-0.261,,-1.39,-1.253,-0.27,22.701,,-0.44,,-0.829,,21.86,7.224,,6.904,-0.164,-1.76,0.505,5.166,8.48,9.618,2.826,0.017,10.768,,-0.43,13.3,-1.288,0.23,9.054,0.892,10.425,,1.53,-0.492,10.041,0.343,-0.645,,,7.67,,9.839,-0.092,16.909
2011-03-26,14.678,,5.016,,,5.16,,-1.465,20.561,3.948,,13.907,,-0.79,,6.401,,12.267,-0.962,,,,,,-0.221,,,-1.247,-0.272,22.69,,,,-0.828,,,7.242,,6.898,-0.169,-1.762,0.515,5.161,,9.6,2.823,0.033,10.774,,-0.421,,-1.292,0.223,9.046,0.89,10.423,,,-0.495,10.034,0.335,-0.647,,,7.662,,9.829,-0.101,16.902
2011-03-27,14.643,2.37,5.004,,,5.143,,-1.476,20.529,3.931,,13.902,,-0.802,,6.396,,12.248,-0.982,,,,,,-0.239,,,-1.265,-0.279,22.673,,,,-0.836,,,7.238,,6.881,-0.187,-1.768,0.506,5.139,,9.598,2.81,0.025,10.764,,-0.426,,-1.304,0.199,9.01,0.86,10.392,,,-0.499,10.004,0.317,-0.68,,,7.636,,9.791,-0.119,16.876
